type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycellium, fungal mass or whole fungi",any additional information
crystal violet,Rhodococcus pyridinivorans,0.6 mM,10% (v/v),shaking,30°C,24 h,not specified,73 ± 3%,whole fungi,Comparison to static mode which showed 43 ± 2% decolorization
crystal violet,Rhodococcus pyridinivorans,0.6 mM,10% (v/v),shaking,45°C,24 h,7,91 ± 2%,whole fungi,Maltose as carbon source
crystal violet,Rhodococcus pyridinivorans,0.6 mM,4% (v/v),shaking,30°C,12 h,not specified,74 ± 1%,whole fungi,Carbon source varied
crystal violet,Rhodococcus pyridinivorans,0.6 mM,8% (v/v),shaking,30°C,12 h,not specified,75 ± 1%,whole fungi,Carbon source varied
crystal violet,Rhodococcus pyridinivorans,0.6 mM,12% (v/v),shaking,45°C,8 h,7,91 ± 2%,whole fungi,Maximum efficiency in 8 hours
crystal violet,Rhodococcus pyridinivorans,0.6 mM,16% (v/v),not specified,30°C,12 h,not specified,67 ± 2%,whole fungi,Higher inoculum concentration reduced efficiency
crystal violet,Rhodococcus pyridinivorans,0.6 mM,20% (v/v),not specified,30°C,12 h,not specified,49 ± 1%,whole fungi,Higher inoculum concentration reduced efficiency
crystal violet,Rhodococcus pyridinivorans,0.3 mM,10% (v/v),shaking,30°C,12 h,not specified,94 ± 1%,whole fungi,Highest removal at lower concentration
crystal violet,Rhodococcus pyridinivorans,0.9 mM,10% (v/v),shaking,30°C,12 h,not specified,59 ± 1%,whole fungi,Reduced efficiency at higher concentration
crystal violet,Rhodococcus pyridinivorans,1.2 mM,10% (v/v),shaking,30°C,12 h,not specified,37 ± 1%,whole fungi,Reduced efficiency at higher concentration
crystal violet,Rhodococcus pyridinivorans,2.4 mM,10% (v/v),shaking,30°C,12 h,not specified,8 ± 1%,whole fungi,Lowest removal at highest concentration
