type of dye,type of fungi,concentration of dye,concentration of fungi,method of agitation,temperature,duration,pH,decolorization result,"whether the fungi was mycellium, fungal mass or whole fungi",any additional information
Reactive Red 120,Saccharomyces cerevisiae,16.25,4.75,shaking,28 ± 2,137.5,4.75,87.47,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,27.50,6.50,shaking,28 ± 2,95,6.50,93.45,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,16.25,8.25,shaking,28 ± 2,137.5,4.75,93.03,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,27.50,3.00,shaking,28 ± 2,95,6.50,96.09,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,38.75,8.25,shaking,28 ± 2,52.5,8.25,58.61,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,5.00,6.50,shaking,28 ± 2,95,6.50,85.92,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,50.00,6.50,shaking,28 ± 2,95,6.50,56.42,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,16.25,8.25,shaking,28 ± 2,52.5,4.75,66.60,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,16.25,4.75,shaking,28 ± 2,52.5,4.75,99.97,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,27.50,10.00,shaking,28 ± 2,95,6.50,99.11,whole fungi,
Reactive Red 120,Saccharomyces cerevisiae,27.50,3.00,shaking,28 ± 2,95,6.50,15.23,whole fungi,
